,,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogWNImputedprice_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,LogImputedminInstalls_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,offersIAPTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106,containsAdsTrue_202106
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
,genreId_ART_AND_DESIGN_cluster_size_bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genreId_GAME_ADVENTURE,"(30, 100]",35.0,0.67,0.85,0.01,0.04,0.05,1.51,2.4,35.0,13.35,2.97,8.52,10.82,13.82,16.12,18.42,35.0,0.63,0.49,0.0,0.0,1.0,1.0,1.0,35.0,0.46,0.51,0.0,0.0,0.0,1.0,1.0
genreId_GAME_ADVENTURE,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_ADVENTURE,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_SOCIAL,"[0, 10]",42.0,0.46,0.56,0.02,0.05,0.08,1.01,2.4,42.0,11.14,4.89,2.4,6.91,13.12,15.42,20.72,42.0,0.31,0.47,0.0,0.0,0.0,1.0,1.0,42.0,0.38,0.49,0.0,0.0,0.0,1.0,1.0
genreId_SOCIAL,"(10, 30]",96.0,0.35,0.62,0.01,0.04,0.07,0.09,2.84,96.0,13.51,4.1,0.69,11.51,15.42,16.12,20.72,96.0,0.62,0.49,0.0,0.0,1.0,1.0,1.0,96.0,0.44,0.5,0.0,0.0,0.0,1.0,1.0
genreId_SOCIAL,"(30, 100]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_SOCIAL,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_SOCIAL,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_SIMULATION,"[0, 10]",103.0,0.65,0.77,0.01,0.04,0.08,1.39,2.71,103.0,13.22,3.31,4.62,10.82,13.82,16.12,18.42,103.0,0.65,0.48,0.0,0.0,1.0,1.0,1.0,103.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_SIMULATION,"(10, 30]",103.0,0.5,0.6,0.01,0.05,0.09,0.71,1.96,103.0,13.58,3.0,6.91,10.82,13.82,16.12,18.42,103.0,0.64,0.48,0.0,0.0,1.0,1.0,1.0,103.0,0.55,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_SIMULATION,"(30, 100]",41.0,0.37,0.7,0.01,0.04,0.06,0.09,2.57,41.0,14.12,2.89,4.62,13.12,15.42,16.12,18.42,41.0,0.78,0.42,0.0,1.0,1.0,1.0,1.0,41.0,0.76,0.43,0.0,1.0,1.0,1.0,1.0
genreId_GAME_SIMULATION,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_SIMULATION,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_LIFESTYLE,"[0, 10]",73.0,0.92,0.99,0.01,0.05,0.72,1.63,4.4,73.0,10.67,3.83,2.4,6.91,9.21,13.82,20.03,73.0,0.3,0.46,0.0,0.0,0.0,1.0,1.0,73.0,0.25,0.43,0.0,0.0,0.0,0.0,1.0
genreId_LIFESTYLE,"(10, 30]",137.0,0.53,0.84,0.01,0.05,0.07,0.94,5.94,137.0,11.52,3.6,4.62,9.21,11.51,13.82,20.03,137.0,0.43,0.5,0.0,0.0,0.0,1.0,1.0,137.0,0.18,0.38,0.0,0.0,0.0,0.0,1.0
genreId_LIFESTYLE,"(30, 100]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_LIFESTYLE,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_LIFESTYLE,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_EDUCATION,"[0, 10]",98.0,0.52,0.8,0.01,0.04,0.07,1.01,3.05,98.0,13.05,2.95,6.22,9.61,13.82,15.42,18.42,98.0,0.47,0.5,0.0,0.0,0.0,1.0,1.0,98.0,0.36,0.48,0.0,0.0,0.0,1.0,1.0
genreId_EDUCATION,"(10, 30]",109.0,0.77,0.83,0.01,0.05,0.08,1.62,3.05,109.0,12.39,2.59,6.22,10.82,11.51,13.82,18.42,109.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,109.0,0.33,0.47,0.0,0.0,0.0,1.0,1.0
genreId_EDUCATION,"(30, 100]",67.0,0.77,0.97,0.01,0.04,0.08,1.61,3.44,67.0,10.91,2.52,6.91,9.21,10.82,11.51,16.12,67.0,0.52,0.5,0.0,0.0,1.0,1.0,1.0,67.0,0.18,0.39,0.0,0.0,0.0,0.0,1.0
genreId_EDUCATION,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_EDUCATION,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BEAUTY,"[0, 10]",29.0,0.05,0.03,0.01,0.03,0.06,0.08,0.1,29.0,13.36,1.47,10.82,11.51,13.82,13.82,16.12,29.0,0.24,0.44,0.0,0.0,0.0,0.0,1.0,29.0,0.93,0.26,0.0,1.0,1.0,1.0,1.0
genreId_BEAUTY,"(10, 30]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BEAUTY,"(30, 100]",52.0,0.08,0.13,0.01,0.04,0.06,0.07,0.71,52.0,11.89,3.03,0.69,10.82,12.32,13.82,17.73,52.0,0.15,0.36,0.0,0.0,0.0,0.0,1.0,52.0,0.54,0.5,0.0,0.0,1.0,1.0,1.0
genreId_BEAUTY,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BEAUTY,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_CASUAL,"[0, 10]",102.0,0.55,0.72,0.01,0.04,0.08,1.12,2.09,102.0,13.89,3.99,4.62,9.61,15.42,16.12,20.03,102.0,0.56,0.5,0.0,0.0,1.0,1.0,1.0,102.0,0.58,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_CASUAL,"(10, 30]",90.0,0.48,0.64,0.01,0.04,0.08,1.1,1.8,90.0,13.18,3.93,4.62,9.21,13.82,16.12,20.72,90.0,0.58,0.5,0.0,0.0,1.0,1.0,1.0,90.0,0.82,0.38,0.0,1.0,1.0,1.0,1.0
genreId_GAME_CASUAL,"(30, 100]",44.0,0.55,0.67,0.01,0.05,0.08,0.97,2.4,44.0,13.06,3.03,4.62,11.34,13.47,15.6,17.73,44.0,0.5,0.51,0.0,0.0,0.5,1.0,1.0,44.0,0.59,0.5,0.0,0.0,1.0,1.0,1.0
genreId_GAME_CASUAL,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_GAME_CASUAL,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BOOKS_AND_REFERENCE,"[0, 10]",37.0,0.84,0.79,0.01,0.05,0.73,1.61,1.96,37.0,11.3,2.76,6.91,9.21,11.51,13.82,17.73,37.0,0.22,0.42,0.0,0.0,0.0,0.0,1.0,37.0,0.32,0.47,0.0,0.0,0.0,1.0,1.0
genreId_BOOKS_AND_REFERENCE,"(10, 30]",41.0,0.78,1.11,0.01,0.06,0.08,1.8,3.22,41.0,12.34,3.22,6.22,9.21,13.82,15.42,16.12,41.0,0.59,0.5,0.0,0.0,1.0,1.0,1.0,41.0,0.44,0.5,0.0,0.0,0.0,1.0,1.0
genreId_BOOKS_AND_REFERENCE,"(30, 100]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BOOKS_AND_REFERENCE,"(100, 500]",135.0,0.9,1.09,0.01,0.04,0.09,1.62,4.57,135.0,10.62,3.48,2.4,7.71,11.51,13.82,17.73,135.0,0.42,0.5,0.0,0.0,0.0,1.0,1.0,135.0,0.24,0.43,0.0,0.0,0.0,0.0,1.0
genreId_BOOKS_AND_REFERENCE,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BUSINESS,"[0, 10]",109.0,0.61,0.94,0.01,0.05,0.08,0.93,3.71,109.0,11.63,3.9,3.93,8.52,13.12,13.82,20.03,109.0,0.29,0.46,0.0,0.0,0.0,1.0,1.0,109.0,0.17,0.38,0.0,0.0,0.0,0.0,1.0
genreId_BUSINESS,"(10, 30]",90.0,0.63,1.0,0.01,0.04,0.07,1.12,4.51,90.0,11.91,3.22,4.62,10.82,12.32,13.82,17.73,90.0,0.47,0.5,0.0,0.0,0.0,1.0,1.0,90.0,0.12,0.33,0.0,0.0,0.0,0.0,1.0
genreId_BUSINESS,"(30, 100]",48.0,0.46,0.8,0.01,0.03,0.07,0.7,3.44,48.0,10.39,3.87,2.4,6.91,9.21,13.82,16.12,48.0,0.35,0.48,0.0,0.0,0.0,1.0,1.0,48.0,0.06,0.24,0.0,0.0,0.0,0.0,1.0
genreId_BUSINESS,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_BUSINESS,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_FINANCE,"[0, 10]",42.0,0.66,0.89,0.01,0.05,0.08,1.23,2.94,42.0,9.9,2.85,2.4,8.52,10.82,11.51,13.82,42.0,0.57,0.5,0.0,0.0,1.0,1.0,1.0,42.0,0.21,0.42,0.0,0.0,0.0,0.0,1.0
genreId_FINANCE,"(10, 30]",156.0,0.51,0.81,0.01,0.04,0.08,0.72,5.72,156.0,10.64,4.34,2.4,6.91,11.51,13.82,17.73,156.0,0.19,0.39,0.0,0.0,0.0,0.0,1.0,156.0,0.12,0.32,0.0,0.0,0.0,0.0,1.0
genreId_FINANCE,"(30, 100]",52.0,0.42,0.68,0.01,0.04,0.06,0.71,2.57,52.0,11.91,3.38,2.4,10.82,13.12,13.82,16.12,52.0,0.52,0.5,0.0,0.0,1.0,1.0,1.0,52.0,0.29,0.46,0.0,0.0,0.0,1.0,1.0
genreId_FINANCE,"(100, 500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
genreId_FINANCE,"(500, 1500]",0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,
